Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4919191,Unit 305 - 85 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 758,000","$760,850",2020-10-27,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,993","Condo Apt, Apartment",$710/month,-,800-899 feet²,None,"water,hydro,heat",42 days,24 day(s),2020-09-18,2020-10-27,"$2,893",2.75%,Yonge/Bloor,,Ne,Toronto,"Premium Location! Fabulous 2 Bedroom, 2 Bath Corner Unit. 9' Ceilings. New Painting. New Laminate Throughout. Large Windows. One Of Only Two Units In The Building With A Private Wrap Around Terrace Around 300 Sqft. Steps To Yorkville, Subway, Bloor St Boutiques, Shops, Restaurants, U Of T, Urban Parks & More! Amenities Include 24 Hr Concierge, R/T Deck With Bbqs, Gym/Sauna, Bike Storage."
C4924405,Unit 1505 - 85 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 795,000","$802,495",2020-09-24,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,100","Condo Apt, Apartment",$790/month,-,800-899 feet²,None,"water,hydro,heat",37 days,22 day(s),2020-09-23,2020-09-23,"$3,075",2.75%,Bloor/Yonge,"Exercise Room, Recreation Room, Rooftop Deck/Garden, Security Guard",Ne,Toronto,"Luxury Corner Unit In Downtown Toronto. Steps To The Subway, Yorkville, Restaurants And Shopping. 9' Ceilings, Granite Countertops And Laminated Floors In Lr/Dr/Kitchen, 24 Hr Concierge, 1 Parking Spot And 1 Locker"
C4923104,Unit 310 - 28 Wellesley St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 529,000","$536,825",2020-09-22,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,603","Condo Apt, Apartment",$287/month,0-5,0-499 feet²,None,"water,heat",38 days,22 day(s),2020-09-22,2020-09-22,"$1,758",2.75%,Yonge / Wellesley,,N,Toronto,"Investors Opportunity. Must Assume Tenant (Lease Ends 30 Sep 2021). Cresford 5 Star Condo Living At Subway Station Of Yonge / Wellesley, Low Maintenance Fee, Luxury 1 Bedroom Unit, Marble Countertop, Floor To Ceiling Windows, 9"" Ceiling. Quality&Style, Elegant Finish, Super Clean And Mint Condition, Efficient Layout, Bright&Spacious. Soaring 20 Ft Lobby. Hotel-Inspired Amenities, Fully-Equipped Gym& 24Hr Concierge, Walk To U Of T, Major Hospitals Institutions"
C4972468,Unit 2913 - 403 Church St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,000","$611,223",2020-10-30,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$378/month,-,600-699 feet²,Other,heat,1 days,24 day(s),2020-10-29,2020-10-30,"$1,900",2.74%,Church St/Carlton St,"Bbqs Allowed, Bike Storage, Concierge, Exercise Room, Guest Suites, Gym",S,Toronto,"Stanley Condo Built By Tribute, Core Architects. This Is An Assignment Sale. Great Location! Stanley Condo Built By Tribute. One Bedroom Plus Den Functional Layout. South View With Large Balcony. Transportation, Shopping, Financial Center, And More!"
C4839886,Unit 4210 - 101 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 950,000","$978,474",2020-10-11,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,394","Condo Apt, Apartment",$497/month,0-5,800-899 feet²,None,"water,heat",102 days,23 day(s),2020-07-20,2020-10-07,"$3,215",2.73%,Charles & Ted Rogers,"Concierge, Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",Ne,Toronto,"Luxury Yorkville Living! 4 Years New X2 Condo Built By Great Gulf In Downtown. Spacious 2B Corner Suite With Wrap-Around Windows. Sunny Bright South East Exposure. Luxurious Finishes Inc 9 Ft Ceiling, Floor-To-Ceiling Windows, Granite Counter, Engineered Wood Flooring. Steps To Yonge & Bloor Subway, Shopping, Yorkville, Fine Dining & Cafes. Short Ride To U Of T & Ryerson"
C4875464,Unit 902 - 8 Colborne St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 408,800","$424,438",2020-08-27,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,535","Condo Apt, Apartment",$652/month,-,0-499 feet²,None,"water,heat",73 days,22 day(s),2020-08-18,2020-08-27,"$1,943",2.95%,Yonge & King,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room",N,Toronto,"Beautiful Fully Furnished Move-In Ready One Bedroom At The Cosmopolitan In The Heart Of Downtown. 24Hour Concierge. Walk To Union Station And The Path, Harbourfront, Entertainment District. Close To Ryerson, George Brown, St Lawrence Market, Eaton Centre, Theatre & Countless Restaurants. Maintenance Fees Include All Utilities Except Internet And Cable."
C4953063,Unit 306 - 45 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 824,900","$826,790",2020-10-17,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,663","Condo Apt, Apartment",$946/month,-,1000-1199 feet²,Other,"water,hydro,heat",16 days,23 day(s),2020-10-14,2020-10-17,"$3,250",2.73%,Yonge & Carlton/College,,N,Toronto,"Welcome To The Lexington! A Luxurious Condo In The Heart Of Toronto Directly Across From The Old Maple Leafs Gardens (Now Loblaws)! This Renovated Unit Has Large Rooms, Wide Plank Flooring, And An Extra Wide Balcony. The Building Features A 24 Hour Security Guard, Exercise Room, Pool, A Beautiful Library And Play Room For The Kids. Steps From The Ttc Subway, Dundas Square, Ryerson University & U Of T, Eaton Center, Hospitals, Bay St And So Much More!"
C4932214,Unit 2905 - 159 Dundas St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,000","$732,064",2020-09-29,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,400","Condo Apt, Apartment",$638/month,-,700-799 feet²,Other,"water,heat",31 days,22 day(s),2020-09-29,2020-09-29,"$2,839",2.86%,Dundas/Jarvis,"Bbqs Allowed, Concierge, Exercise Room, Rooftop Deck/Garden, Visitor Parking",Se,Toronto,"Well-Appointed Corner Unit With South-East Exposure. Large Balcony With Panoramic Lakeview. Closed To Ryerson University, George Brown College, Eaton Centre, St. Michael Hospital, Yonge Subway Line, Streetcar And More. Laminated Floors Thruout. Very Bright Unit. Amenities Include: 24/7 Concierge, Pool, Rooftop Garden, Party Room, Gym, Sauna, Billiard Room. 772 Sqft. Unit. Larger Than Most 2-Br Units In The Building. Can Also Be Sold With Parking If Needed."
C4911441,Unit 336 - 22 Leader Lane,Church-Yonge Corridor - Toronto,Condo Apt,"$ 549,000","$586,832",2020-09-14,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,285","Condo Apt, Apartment",$604/month,-,500-599 feet²,None,"water,heat",46 days,22 day(s),2020-09-14,2020-09-14,"$2,264",2.72%,Yonge / King,"Concierge, Guest Suites, Gym, Party/Meeting Room",N,Toronto,"Welcome To The King Edward Private Residences. Boutique Living In The Heart Of Downtown Toronto. Steps To Financial District, The Path, Subway, Streetcar, Grocery, Parks, Shops, Dining And More! One Of Toronto's Most Iconic Addresses, This 1 Bedroom Features Upgraded Finishes Throughout, Great Functional Layout, Bedroom Window, Kitchen Has Stone Counters, Tile Backsplash, Integrated Designer Appliances. 4 Pc Bath Features Marble Tile Floor And Subway Tiles."
C4922009,Unit 409 - 115 Richmond St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,900","$714,926",2020-09-22,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,555","Condo Apt, Apartment",$739/month,-,700-799 feet²,None,"water,hydro,heat",39 days,22 day(s),2020-09-21,2020-09-21,"$2,737",2.72%,Richmond/Jarvis,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",Se,Toronto,"Rarely Available 2 Bdrms, 2 Bath, Parking & Locker In The French Quarter Building On Richmond St E, Great Boutique Condo In Fantastic Location, Bright Corner Unit W/3 Juliette Balconies/Frnch Drs That Opn & 1 Outside Balcony, Full Of High End Upgrades & Features, Amazing 9' Ceiling Height, Crwn Mldings Thru-Out Reno'd Bthrms, Kitchen, Upgraded Cabinetry, Granite Counters, High End Appl, Designer Lighting, Pottery Barn Rods & Many More. Ready To Move In!"
C4903431,Unit 1005 - 281 Mutual St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 589,000","$580,257",2020-09-09,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,057","Condo Apt, Apartment",$507/month,-,500-599 feet²,Apartment,water,51 days,22 day(s),2020-09-09,2020-09-09,"$2,150",2.77%,Jarvis & Carlton,,Nw,Toronto,Gorgeous 1 Bedroom Corner Unit With No Wasted Space! Bright And Spacious Layout In Award Winning Radio City Condos! Spacious & Modern Loft-Style Design With High Ceilings & Wrap Around Floor-Toceiling Windows Offers Plenty Of Natural Light With Unobstructed Views! Enjoy This Exceptional Unit In A Fantastic Downtown Location.
C4959524,Unit 703 - 85 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 539,000","$548,020",2020-10-19,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,081","Condo Apt, Apartment",$426/month,11-15,500-599 feet²,None,"water,hydro,heat",12 days,23 day(s),2020-10-18,2020-10-19,"$1,948",2.68%,Yonge & Bloor,"Bike Storage, Concierge, Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",N,Toronto,"Spacious 1 Bedroom Condo At Elegant 85 Bloor East. 9 Ft Ceiling, Great Layout, Ample Closets. Just Steps To The Yonge/Bloor Subway Lines, Trendy Yorkville, Upscale Designer Shops On Bloor Incl Hudson's Bay, Holt Renfrew & Many Renowned Designer Labels, Gourmet Restaurants, Royal Ontario Museum, Cafes, Supermarket. Easy Access To Financial District, Hospitals, Universities. Approx 505 Sq Ft + Balcony."
C4921660,Unit 4209 - 70 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,990","$679,471",2020-09-24,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,000","Condo Apt, Apartment",$361/month,-,600-699 feet²,None,heat,39 days,22 day(s),2020-09-21,2020-09-23,"$2,178",2.68%,Carlton/Church,,E,Toronto,"Brand New Downtown Property! This 1Br+1Den Sun-Filled, High Rise Unit Comes With Contemporary Design Kitchen, Stainless Steel Under Mount Sink, Valance Lighting, Smooth Finished Ceilings And Much More! Close To Ryerson University, Uoft, Ttc, Restaurants, Stores, Etc."
C4939496,Unit 409 - 42 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 768,888","$768,614",2020-10-10,2 Bedrooms,1 Bathrooms,1 Garage,"$ 2,932","Condo Apt, Apartment",$441/month,0-5,600-699 feet²,None,"water,heat",27 days,23 day(s),2020-10-03,2020-10-04,"$2,560",2.67%,Yonge / Bloor,"Concierge, Gym, Lap Pool, Rooftop Deck/Garden, Security Guard",Se,Toronto,"Newer Luxury 2 Bedroom Unit-Casa 2, With Rare Parking Spot And Wrap Around Terrace! Unbeatable Urban Location: Steps To Yonge And Bloor, 2 Subway Lines, Bloor Street Shopping, Uoft, Yorkville, Restaurants And Grocery Stores!! Soaring 20Ft Lobby, State Of The Art Amenities Floor Including Fully Equipped Gym, Rooftop Lounge, And Outdoor Infinity Pool."
C4899980,Unit 3506 - 28 Ted Rogers Way,Church-Yonge Corridor - Toronto,Condo Apt,"$ 656,800","$658,348",2020-10-22,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,321","Condo Apt, Apartment",$505/month,-,600-699 feet²,None,"water,heat",55 days,24 day(s),2020-09-05,2020-10-22,"$2,308",2.65%,Ted Rogers/Bloor,"Concierge, Exercise Room, Games Room, Gym, Indoor Pool, Party/Meeting Room",W,Toronto,"Gorgeous Well Maintained Unit Inside The Excellentlly Finished Couture Condominium, Gorgeous West View, Minutes From Yorkville And All The Fine Dining The City Has To Offer, Live In The City In This Quiet Neighborhood, With Minutes Walk From The Subway And Yonge Street, Excellent Ammenties Including Full Gym, Media Room And Whirlpool. Functional Floor Plan, 9' Ceiling, Stainless Steel Appliances And Granite Counter Tops In The Kitchen"
C4909976,Unit 802 - 220 Victoria St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 685,000","$709,397",2020-09-29,1+2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,522","Condo Apt, Apartment",$721/month,-,700-799 feet²,None,"water,hydro,heat",48 days,22 day(s),2020-09-12,2020-09-29,"$2,755",2.8%,Yonge And Dundas St,"Concierge, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Security System",E,Toronto,"1 Parking, 2 Full Baths, 2 Dens (One Den Has Sliding Door & Can Be A Bedroom), 2 Lockers (On 8/F And 7 F). Enjoy The Cosmopolitan Luxury At Downtown's Most Desirable, Convenient Location. Steps To Eaton Centre, Dundas Square, Ryerson University, Hospitals, Subway & Underground Path. Close To Financial District, Dining, Entertainment & All Amenities. Walk Score 100. Spacious, Clean & Tidy. Move In Condition."
C4869239,Unit 3413 - 70 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,000","$659,382",2020-10-20,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$378/month,-,600-699 feet²,None,heat,78 days,22 day(s),2020-08-13,2020-10-20,"$2,000",2.65%,Church And Carlton,"Concierge, Exercise Room, Gym",S,Toronto,"Stanley Condos Is A New Pre-Construction Condo. Located At 70 Carlton Street In Toronto, 34 Th Floor With Full South View With No Obstruction . Has A Walk Score Of 98/100 ! Minutes To The University Of Toronto, Ryerson University And Subway, Proposed Occupancy Date Is Oct, 2020. Send Offer To Jeonjongill@Hotmail.Com..."
C4832421,Unit 501 - 45 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 749,500","$759,976",2020-08-08,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,967","Condo Apt, Apartment",$476/month,0-5,600-699 feet²,None,"water,heat",107 days,21 day(s),2020-07-15,2020-08-07,"$2,671",2.83%,Yonge St. & Bloor St.,"Concierge, Gym, Party/Meeting Room, Recreation Room",S,Toronto,"Luxury Condo One Bedroom Suite W/2Lockers At Chaz Yorkville Located At Bloor/Yonge, Total 662 Sqft. Steps To Ttc, Yorkville, Eaton Centre And The City's Best Dining / Entertainment. The Building Features Chaz Club On The 36th & 37th Floor With Incredible Downtown Skyline And Lake Views, 9 Ft Ceiling, Floor To Ceiling Windows, Designer Kitchen With Built-In Appliances."
C4816111,Unit 1201 - 35 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 830,000","$809,922",2020-07-30,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,981","Condo Apt, Apartment",$596/month,6-10,700-799 feet²,None,"water,heat",119 days,22 day(s),2020-07-03,2020-07-30,"$2,852",2.72%,Yonge/Bloor,"Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool, Party/Meeting Room",S,Toronto,"Luxury Living At Yonge And Bloor! Spacious & Stunning 1 Bedroom + Den With 2 Bathrooms! Thoughtfully Designed Interiors Including 9Ft Ceilings, Pre-Engineered Hardwoods Floors, Gorgeous South City Views! Steps To Yorkville With Ttc At Your Door + Shops, Restaurants, Boutiques, Cafes. Resort Style Amenities With 24 Hr Concierge, Indoor Pool, Whirlpool, Gym, Bbq, Billiards, Guest Suites, Party Room & More!"
C4936744,Unit 1608 - 85 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 595,000","$604,826",2020-10-09,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,369","Condo Apt, Apartment",$506/month,11-15,600-699 feet²,None,"water,hydro,heat",29 days,23 day(s),2020-10-01,2020-10-01,"$2,175",2.64%,Yonge & Bloor,"Bike Storage, Concierge, Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",W,Toronto,"Spacious 1 Bedroom 1 Den Condo At Elegant 85 Bloor East. 9 Ft Ceiling, Great Layout, Ample Closets. Just Steps To The Yonge/Bloor Subway Lines, Trendy Yorkville, Upscale Designer Shops On Bloor Incl Hudson's Bay, Holt Renfrew & Many Renowned Designer Labels, Gourmet Restaurants, Royal Ontario Museum, Cafes, Supermarket. Easy Access To Financial District, Hospitals, Universities. Approx 607 Sq Ft + Balcony."
C4886986,Unit 808 - 50 Wellesley St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 919,000","$874,540",2020-10-29,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,150","Condo Apt, Apartment",$420/month,-,700-799 feet²,None,heat,68 days,22 day(s),2020-08-23,2020-10-28,"$2,850",2.64%,Yonge / Wellesley St E,,Se,Toronto,"Beautiful Brand New 2 Bdrm+ 2Bath Se Corner Suite Located At Yonge/Wellesley, Bright And Spacious, Large Balcony W/Unobstructed South Cn Tower And East Lake View And A Sun-Filled Living Room. Steps To Subway Station, Public Transit, Ryerson & Toronto University! Steps To Shopping Center, Restaurants, Movie Theaters. Super Location Close To Everything. One Parking Included."
C4900125,Unit 322 - 1 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 869,900","$876,858",2020-09-27,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,742","Condo Apt, Apartment",$574/month,0-5,700-799 feet²,None,"water,heat",55 days,22 day(s),2020-09-05,2020-09-27,"$3,000",2.64%,Yonge & Bloor,"Concierge, Exercise Room, Indoor Pool, Outdoor Pool, Party/Meeting Room, Sauna",N,Toronto,"Just $1,096 Per Sf At This Award-Winning Great Gulf Homes ""One Bloor"". 793 Sq Ft Features 2 Bedrooms + 2 Baths + Locker. Sought After Iconic Address. Aesthetic Design Skyscraper Above The Subway Access. Natural Wood Tones Kitchen With B/I Island & Corian Table. Resort Style Amenities: Yoga/Aerobics Centre, Indoor & Heated Outdoor Pool, Steam Room, Spa, Etc. **Lowest Asking Price For 2-Bedrooms+2 Bathrooms In The Building. Great Value!"
C4911930,Unit 1705 - 85 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 825,000","$834,936",2020-09-15,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,100","Condo Apt, Apartment",$790/month,-,800-899 feet²,None,"water,hydro,heat",48 days,22 day(s),2020-09-12,2020-09-15,"$3,075",2.64%,Yonge / Bloor,"Concierge, Gym, Media Room, Recreation Room, Rooftop Deck/Garden, Security Guard",Ne,Toronto,"*Lux Condo In Yonge/Bloor Area Next To Bloor Subway Station *Steps To Supermarket, Banks, Restaurants, Cinema & Yorkville Shops *Stunning 2 Bedrm + 2 Full Bathrm Ne Corner Suite Of 800 Sq.Ft. *9' Ceiling *Breathtaking Panoramic Rosedale Ravine View *Totally Renovated W/ Tons Of Upgrades *New Wood & Porcelain Floor, European Kitchen Cabinets, S/S Appl, Bathroom W/ Contemporary Tiles, Cabinets & Faucets, Light Fixtures, Zebra Roller Shades *1 Pkg 1 Locker Incl"
C4922457,Unit 301 - 30 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 499,999","$508,760",2020-09-22,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,900","Condo Apt, Apartment",$552/month,16-30,600-699 feet²,None,"water,heat",38 days,22 day(s),2020-09-22,2020-09-22,"$1,948",2.64%,"Yonge & Bloor St.,E.","Exercise Room, Gym, Recreation Room, Security System",N,Toronto,An Investor's Dream And Everything Else In Between! Rarely Offered Charming One Bedroom Condo In The Heart Of Yorkville. All This Unit Needs Is A Little Tlc And You Will Own In The Most Desirable Area In Toronto! Where Else Can You Buy A Condo For Well Under $1000 Per Square Foot? Perfect For The First Time Home Buyer Or Investor. Own Your Little Slice Of Heaven. Don't Miss Out On This One!
C4971444,Unit 702 - 365 Church St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 588,000","$589,988",2020-10-29,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,841","Condo Apt, Apartment",$359/month,0-5,500-599 feet²,None,"water,heat",1 days,24 day(s),2020-10-29,2020-10-29,"$1,933",2.63%,Church/Carlton,"Concierge, Gym, Media Room, Party/Meeting Room, Visitor Parking",W,Toronto,"Stunning 1 Bedroom Condo By Menkes. Bright & Functional Layout With Balcony And Great City View. Modern Kitchen With Stainless Steels Appliances. Floor-To-Ceiling Windows, Laminate Floor Thru-Out. Steps To Ryerson U, Loblaws, Eaton Center, Yonge-Dundas Sq, Subway, Public Transit, Hospitals, Uoft, Etc. 24/7 Conceige. Great Amenities With Gym, Yoga Room, Party Room, Bbq Terrace."
C4926886,Unit 310 - 50 Wellesley St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 790,000","$772,652",2020-09-24,1+1 Bedrooms,1 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$386/month,New,600-699 feet²,None,,36 days,22 day(s),2020-09-24,2020-09-24,"$2,213",2.63%,Yonge/Wellesley,"Games Room, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Security Guard",S,Toronto,"Final Release From Plaza - Premium Penthouse Collection. Located At The Very Center Of What Makes Toronto Great. Positioned In A Well-Established Community. Surrounded By Eclectic Shops, Fabulous Food Choices, Restaurants Galore, Bar, Dance Clubs, Theaters, Arts And Culture. Excellent Access To Major Universities, Colleges And Hospital Network. Steps From The Wellesley Subway Station. A Walk Score Of 99 And A Transit Score Of 98."
